usahawanid,jenisperniagaan,klusterperniagaan,subkluster,purata_jualan_bulanan
A00817,,,,1064
A00818,A,A3,,0
A00819,,,,500
A00820,C,C2,,0
A00821,,,,708
A00822,,,,1700
A00823,,,,7777
A00824,,,,4630
A00825,,,,77
A00826,,,,313
A00827,,,,857
A00828,E,E27,,0
A00829,,,,217
A00830,,,,3701
A00831,,,,500
A00832,,,,1000
A00833,,,,4000
A00834,,,,1000
A00835,,,,1000
A00836,E,E4,,0
A00837,,,,500
A00838,A,A4,,0
A00839,E,E29,,0
A00840,,,,1000
A00841,,,,40000
A00842,,,,4759
A00843,E,E9,,0
A00845,,,,800
A00846,,,,75
A00847,A,A1,,0
A00848,,,,824
A00849,,,,650
A00850,,,,770
A00851,E,E4,,0
A00852,A,A7,,0
A00853,,,,7980
A00854,E,E4,,0
A00855,,,,278
A00856,,,,420
A00857,C,C2,,0
A00858,,,,1067
A00859,,,,1476
A00860,B,B1,,0
A00861,A,A2,,0
A00862,E,E13,,0
A00863,E,E13,,0
A00864,B,B2,,0
A00865,E,E22,,0
A00866,E,E1,,0
A00867,A,A1,,0
A00868,A,A3,,0
A00869,,,,450
A00870,A,A4,,0
A00871,A,A5,,0
A00872,E,E2,,0
A00873,,,,560
A00874,,,,62380
A00875,A,A4,,0
A00876,E,E13,,0
A00877,,,,41300
A00878,,,,2500
A00879,,,,1200
A00880,,,,500
A00881,,,,1500
A00882,,,,500
A00883,,,,700
A00884,,,,3000
A00885,,,,1300
A00886,,,,3400
A00887,,,,6100
A00888,,,,68000
A00889,,,,2300
A00890,,,,1100
A00891,,,,3000
A00892,,,,9000
A00893,,,,3500
A00894,,,,4000
A00895,,,,1500
A00896,,,,3000
A00897,,,,2900
A00898,,,,2000
A00899,C,C2,,0
A00900,C,C2,,0
A00901,,,,1758
A00902,,,,1238.4
A00903,B,B1,,0
A00904,A,A1,,0
A00905,,,,833
A00906,,,,4535
A00908,E,E22,,0
A00909,C,C2,,0
A00910,,,,18733
A00911,E,E2,,0
A00912,A,A3,,0
A00913,,,,700
A00914,A,A1,,0
A00915,A,A1,,0
A00916,A,A4,,0
A00917,E,E13,,0
R00001,,,,
R00002,,,,
R00003,,,,
R00004,,,,
R00005,,,,
R00006,,,,
R00007,,,,
R00008,,,,
R00009,,,,
R00010,,,,
R00011,,,,
R00012,,,,
R00013,,,,
R00014,,,,
R00015,,,,
R00016,,,,
R00017,,,,
R00018,,,,
R00019,,,,
R00020,,,,
R00021,,,,
R00022,,,,
R00023,,,,
R00024,,,,
R00025,,,,
R00026,,,,
R00027,,,,
R00028,,,,
R00029,,,,
R00030,,,,
R00031,,,,
R00032,,,,
R00033,,,,
R00034,,,,
R00035,,,,
R00036,,,,
R00037,,,,
R00038,,,,
R00039,,,,
R00040,,,,
R00041,,,,
R00042,,,,
R00043,,,,
R00044,,,,
R00045,,,,
R00046,,,,
R00047,,,,
R00048,,,,
R00049,,,,
R00050,,,,
R00051,,,,
R00052,,,,
R00053,,,,
R00054,,,,
R00055,,,,
R00056,,,,
R00057,,,,
R00058,,,,
R00059,,,,
R00060,,,,
R00061,,,,
R00062,,,,
R00063,,,,
R00064,,,,
R00065,,,,
R00066,,,,
R00067,,,,
R00068,,,,
R00069,,,,
R00070,,,,
R00071,,,,
R00072,,,,
R00073,,,,
R00074,,,,
R00075,,,,
R00076,,,,
R00077,,,,
R00078,,,,
R00079,,,,
R00080,,,,
R00081,,,,
R00082,,,,
R00083,,,,
R00084,,,,
R00085,,,,
R00086,,,,
R00087,,,,
R00088,,,,
R00089,,,,
R00090,,,,
R00091,,,,
R00092,,,,
R00093,,,,
R00094,,,,
R00095,,,,
R00096,,,,
R00097,,,,
R00098,,,,
R00099,,,,
R00100,,,,
R00101,,,,
R00102,,,,
R00103,,,,
R00104,,,,
R00105,,,,
R00106,,,,
R00107,,,,
R00108,,,,
R00109,,,,
R00110,,,,
R00111,,,,
R00113,,,,
R00114,,,,
R00115,,,,
R00116,,,,
R00117,,,,
R00118,,,,
R00119,,,,
R00120,,,,
R00121,,,,
R00122,,,,
R00123,,,,
R00124,,,,
R00125,,,,
R00126,,,,
R00127,,,,
R00128,,,,
R00129,,,,
R00130,,,,
R00131,,,,
R00132,,,,
R00133,,,,
R00134,,,,
R00135,,,,
R00136,,,,
R00137,,,,
R00138,,,,
R00139,,,,
R00140,,,,
R00141,,,,
R00142,,,,
R00143,,,,
R00144,,,,
R00145,,,,
R00146,,,,
R00147,,,,
R00148,,,,
R00149,,,,
R00150,,,,
R00151,,,,
R00152,,,,
R00153,,,,
R00154,,,,
R00155,,,,
R00156,,,,
R00157,,,,
R00158,,,,
R00159,,,,
R00160,,,,
R00161,,,,
R00162,,,,
R00163,,,,
R00164,,,,
R00165,,,,
R00166,,,,
R00167,,,,
R00168,,,,
R00169,,,,
R00170,,,,
R00171,,,,
R00172,,,,
R00173,,,,
R00174,,,,
R00175,,,,
R00176,,,,
R00177,,,,
R00178,,,,
R00179,,,,
R00180,,,,
R00181,,,,
R00182,,,,
R00183,,,,
R00184,,,,
R00185,,,,
R00186,,,,
R00187,,,,
R00188,,,,
R00189,,,,
R00190,,,,
R00191,,,,
R00192,,,,
R00193,,,,
R00194,,,,
R00195,,,,
R00196,,,,
R00197,,,,
R00198,,,,
R00199,,,,
R00200,,,,
R00201,,,,
R00202,,,,
R00203,,,,
R00204,,,,
R00205,,,,
R00206,,,,
R00207,,,,
R00208,,,,
R00209,,,,
R00210,,,,
R00211,,,,
R00212,,,,
R00213,,,,
R00214,,,,
R00215,,,,
R00216,,,,
R00217,,,,
R00218,,,,
R00219,,,,
R00220,,,,
R00221,,,,
R00222,,,,
R00223,,,,
R00224,,,,
R00225,,,,
R00226,,,,
R00227,,,,
R00228,,,,
R00229,,,,
R00230,,,,
R00231,,,,
R00232,,,,
R00233,,,,
R00234,,,,
R00235,,,,
R00236,,,,
R00237,,,,
R00238,,,,
R00239,,,,
R00240,,,,
R00241,,,,
R00242,,,,
R00243,,,,
R00244,,,,
R00245,,,,
R00246,,,,
R00247,,,,
R00248,,,,
R00249,,,,
R00250,,,,
R00251,,,,
R00252,,,,
R00253,,,,
R00254,,,,
R00255,,,,
R00256,,,,
R00257,,,,
R00258,,,,
R00259,,,,
R00260,,,,
R00261,,,,
R00262,,,,
R00263,,,,
R00264,,,,
R00265,,,,
R00266,,,,
R00267,,,,
R00268,,,,
R00269,,,,
R00270,,,,
R00271,,,,
R00272,,,,
R00273,,,,
R00274,,,,
R00275,,,,
R00276,,,,
R00277,,,,
R00278,,,,
R00279,,,,
R00280,,,,
R00281,,,,
R00282,,,,
R00283,,,,
R00284,,,,
R00285,,,,
R00286,,,,
R00287,,,,
R00288,,,,
R00289,,,,
R00290,,,,
R00291,,,,
R00292,,,,
R00293,,,,
R00294,,,,
R00295,,,,
R00296,,,,
R00297,,,,
R00298,,,,
R00299,,,,
R00300,,,,
R00301,,,,
R00302,,,,
R00303,,,,
B00013,,,,
B00024,,,,
B00104,,,,
B00047,,,,
B00010,,,,
B00085,,,,
B00112,,,,
B00126,,,,
B00120,,,,
B00044,,,,
B00053,,,,
B00055,,,,
B00125,,,,
B00001,,,,
B00002,,,,
B00004,,,,
B00005,,,,
B00020,,,,
B00008,,,,
B00012,,,,
B00016,,,,
B00023,,,,
B00026,,,,
B00029,,,,
B00032,,,,
B00035,,,,
B00041,,,,
B00042,,,,
B00046,,,,
B00049,,,,
B00050,,,,
B00054,,,,
B00056,,,,
B00057,,,,
B00058,,,,
B00059,,,,
B00060,,,,
B00062,,,,
B00065,,,,
B00069,,,,
B00070,,,,
B00073,,,,
B00074,,,,
B00076,,,,
B00078,,,,
B00079,,,,
B00080,,,,
B00081,,,,
B00082,,,,
B00084,,,,
B00088,,,,
B00089,,,,
B00090,,,,
B00091,,,,
B00093,,,,
B00094,,,,
B00095,,,,
B00096,,,,
B00097,,,,
B00099,,,,
B00100,,,,
B00101,,,,
B00103,,,,
B00109,,,,
B00113,,,,
B00114,,,,
B00124,,,,
B00034,,,,
B00063,,,,
B00087,,,,
B00102,,,,
B00064,,,,
B00017,,,,
B00116,,,,
B00110,,,,
B00037,,,,
B00018,,,,
B00015,,,,
B00021,,,,
B00038,,,,
B00043,,,,
B00067,,,,
B00071,,,,
B00108,,,,
B00072,,,,
B00006,,,,
B00022,,,,
B00105,,,,
B00030,,,,
B00040,,,,
B00077,,,,
B00117,,,,
B00003,,,,
B00075,,,,
B00061,,,,
B00107,,,,
B00048,,,,
B00083,,,,
B00121,,,,
B00111,,,,
B00028,,,,
B00025,,,,
B00009,,,,
B00011,,,,
B00014,,,,
B00019,,,,
B00031,,,,
B00033,,,,
B00036,,,,
B00039,,,,
B00045,,,,
B00051,,,,
B00052,,,,
B00066,,,,
B00086,,,,
B00092,,,,
B00098,,,,
B00106,,,,
B00115,,,,
B00118,,,,
B00119,,,,
B00122,,,,
B00127,,,,
B00128,,,,
B00129,,,,
B00130,,,,
T00001,,,,
T00002,,,,
T00003,,,,
T00004,,,,
T00005,,,,
T00006,,,,
T00007,,,,
T00008,,,,
T00009,,,,
T00010,,,,
T00011,,,,
T00012,,,,
T00013,,,,
T00014,,,,
T00015,,,,
T00016,,,,
T00017,,,,
T00018,,,,
T00019,,,,
T00021,,,,
T00022,,,,
T00023,,,,
T00024,,,,
T00025,,,,
T00026,,,,
T00027,,,,
T00028,,,,
T00029,,,,
T00030,,,,
T00031,,,,
T00032,,,,
T00033,,,,
T00034,,,,
T00035,,,,
T00037,,,,
T00038,,,,
T00039,,,,
T00040,,,,
T00041,,,,
T00042,,,,
T00043,,,,
T00044,,,,
T00045,,,,
T00046,,,,
T00047,,,,
T00048,,,,
T00049,,,,
T00050,,,,
T00051,,,,
T00052,,,,
T00053,,,,
T00054,,,,
T00055,,,,
T00057,,,,
T00058,,,,
T00059,,,,
T00060,,,,
T00061,,,,
T00062,,,,
T00063,,,,
T00064,,,,
T00065,,,,
T00066,,,,
T00067,,,,
T00068,,,,
T00069,,,,
T00070,,,,
T00071,,,,
T00072,,,,
T00073,,,,
T00074,,,,
T00075,,,,
T00076,,,,
T00077,,,,
T00078,,,,
T00079,,,,
T00080,,,,
T00081,,,,
T00082,,,,
T00083,,,,
T00084,,,,
T00085,,,,
T00086,,,,
T00087,,,,
T00088,,,,
T00089,,,,
T00090,,,,
T00091,,,,
T00092,,,,
T00093,,,,
T00094,,,,
T00095,,,,
T00096,,,,
T00097,,,,
T00098,,,,
T00099,,,,
T00100,,,,
T00101,,,,
T00102,,,,
T00103,,,,
T00104,,,,
T00105,,,,
T00106,,,,
T00107,,,,
T00108,,,,
T00109,,,,
T00110,,,,
T00111,,,,
T00112,,,,
T00114,,,,
T00115,,,,
T00116,,,,
T00117,,,,
T00118,,,,
T00119,,,,
T00120,,,,
T00121,,,,
T00122,,,,
T00123,,,,
T00124,,,,
T00125,,,,
T00126,,,,
T00127,,,,
T00129,,,,
T00130,,,,
T00131,,,,
T00132,,,,
T00133,,,,
T00134,,,,
T00135,,,,
T00136,,,,
T00137,,,,
T00138,,,,
T00139,,,,
T00140,,,,
T00141,,,,
T00142,,,,
T00143,,,,
T00144,,,,
T00145,,,,
T00146,,,,
T00147,,,,
T00148,,,,
T00149,,,,
T00150,,,,
T00151,,,,
T00152,,,,
T00153,,,,
T00154,,,,
T00155,,,,
T00156,,,,
T00157,,,,
T00158,,,,
T00160,,,,
T00161,,,,
T00162,,,,
T00163,,,,
T00165,,,,
T00166,,,,
T00167,,,,
T00169,,,,
T00170,,,,
T00171,,,,
T00172,,,,
T00173,,,,
T00175,,,,
T00176,,,,
T00177,,,,
T00178,,,,
T00179,,,,
T00180,,,,
T00181,,,,
T00182,,,,
T00184,,,,
T00185,,,,
T00186,,,,
T00187,,,,
T00188,,,,
T00189,,,,
T00190,,,,
T00191,,,,
T00192,,,,
T00193,,,,
T00194,,,,
T00195,,,,
T00196,,,,
T00197,,,,
T00198,,,,
T00199,,,,
T00200,,,,
T00201,,,,
T00202,,,,
T00203,,,,
T00204,,,,
T00205,,,,
T00206,,,,
T00207,,,,
T00208,,,,
T00209,,,,
T00210,,,,
T00211,,,,
T00212,,,,
T00213,,,,
T00214,,,,
T00215,,,,
T00216,,,,
T00217,,,,
T00218,,,,
T00219,,,,
T00220,,,,
T00221,,,,
T00222,,,,
T00223,,,,
T00224,,,,
T00225,,,,
T00226,,,,
T00227,,,,
T00228,,,,
T00229,,,,
T00230,,,,
T00231,,,,
T00232,,,,
T00233,,,,
T00234,,,,
T00235,,,,
T00236,,,,
T00237,,,,
T00238,,,,
T00239,,,,
T00240,,,,
T00241,,,,
T00242,,,,
T00243,,,,
T00244,,,,
T00245,,,,
T00246,,,,
T00247,,,,
T00248,,,,
T00249,,,,
T00250,,,,
T00252,,,,
T00253,,,,
T00254,,,,
T00255,,,,
T00256,,,,
T00257,,,,
T00258,,,,
T00259,,,,
T00260,,,,
T00261,,,,
T00262,,,,
T00263,,,,
T00264,,,,
T00265,,,,
T00266,,,,
T00267,,,,
T00268,,,,
T00269,,,,
T00270,,,,
T00271,,,,
T00272,,,,
T00273,,,,
T00274,,,,
T00276,,,,
T00277,,,,
T00278,,,,
T00279,,,,
T00280,,,,
T00281,,,,
T00282,,,,
T00283,,,,
T00284,,,,
T00285,,,,
T00286,,,,
T00287,,,,
T00288,,,,
T00289,,,,
T00290,,,,
T00291,,,,
T00292,,,,
T00293,,,,
T00294,,,,
T00295,,,,
T00296,,,,
T00297,,,,
T00298,,,,
T00299,,,,
T00300,,,,
T00301,,,,
T00302,,,,
T00303,,,,
T00304,,,,
T00305,,,,
T00306,,,,
T00307,,,,
T00308,,,,
T00309,,,,
T00310,,,,
T00311,,,,
T00312,,,,
T00313,,,,
T00314,,,,
T00315,,,,
T00316,,,,
T00317,,,,
T00318,,,,
T00319,,,,
T00320,,,,
T00321,,,,
T00322,,,,
T00323,,,,
T00324,,,,
T00325,,,,
T00326,,,,
T00328,,,,
T00329,,,,
T00330,,,,
T00331,,,,
T00332,,,,
T00333,,,,
T00334,,,,
T00335,,,,
T00336,,,,
T00337,,,,
T00338,,,,
T00339,,,,
T00340,,,,
T00341,,,,
T00342,,,,
T00343,,,,
T00344,,,,
T00345,,,,
T00346,,,,
T00347,,,,
T00348,,,,
T00349,,,,
T00350,,,,
T00352,,,,
T00353,,,,
T00354,,,,
T00355,,,,
T00356,,,,
T00357,,,,
T00358,,,,
T00359,,,,
T00360,,,,
T00361,,,,
T00362,,,,
T00363,,,,
T00364,,,,
T00365,,,,
T00366,,,,
T00367,,,,
T00368,,,,
T00369,,,,
T00370,,,,
T00371,,,,
T00372,,,,
T00373,,,,
T00374,,,,
T00375,,,,
T00376,,,,
T00377,,,,
T00378,,,,
T00379,,,,
T00380,,,,
T00381,,,,
T00382,,,,
T00383,,,,
T00384,,,,
T00385,,,,
T00386,,,,
T00387,,,,
T00388,,,,
T00389,,,,
T00390,,,,
T00391,,,,
T00392,,,,
T00394,,,,
T00395,,,,
T00396,,,,
T00397,,,,
T00398,,,,
T00399,,,,
T00400,,,,
T00401,,,,
T00402,,,,
T00404,,,,
T00405,,,,
T00406,,,,
T00407,,,,
T00408,,,,
T00409,,,,
T00410,,,,
T00412,,,,
T00413,,,,
T00414,,,,
T00415,,,,
T00416,,,,
T00417,,,,
T00418,,,,
T00419,,,,
T00420,,,,
T00421,,,,
T00422,,,,
T00423,,,,
T00424,,,,
T00425,,,,
T00426,,,,
T00427,,,,
T00428,,,,
T00429,,,,
T00430,,,,
T00431,,,,
T00432,,,,
T00433,,,,
T00434,,,,
T00435,,,,
T00436,,,,
T00437,,,,
T00438,,,,
T00439,,,,
T00440,,,,
T00441,,,,
T00442,,,,
T00443,,,,
T00444,,,,
T00445,,,,
T00446,,,,
T00447,,,,
T00448,,,,
T00449,,,,
T00450,,,,
T00451,,,,
T00452,,,,
T00453,,,,
T00454,,,,
T00455,,,,
T00456,,,,
T00457,,,,
T00458,,,,
T00459,,,,
T00460,,,,
T00461,,,,
T00462,,,,
T00463,,,,
T00464,,,,
T00465,,,,
T00466,,,,
T00467,,,,
T00468,,,,
T00469,,,,
T00470,,,,
T00471,,,,
T00472,,,,
T00473,,,,
T00474,,,,
T00475,,,,
T00476,,,,
T00477,,,,
T00478,,,,
T00479,,,,
T00480,,,,
T00481,,,,
T00482,,,,
T00484,,,,
T00485,,,,
T00486,,,,
T00487,,,,
T00488,,,,
T00489,,,,
T00490,,,,
T00491,,,,
T00492,,,,
T00493,,,,
T00494,,,,
T00495,,,,
T00496,,,,
T00497,,,,
T00498,,,,
T00499,,,,
T00500,,,,
T00501,,,,
T00502,,,,
T00503,,,,
T00505,,,,
T00506,,,,
T00507,,,,
T00508,,,,
T00509,,,,
T00510,,,,
T00511,,,,
T00512,,,,
T00513,,,,
T00514,,,,
T00515,,,,
T00516,,,,
T00517,,,,
T00518,,,,
T00519,,,,
T00520,,,,
T00521,,,,
T00522,,,,
T00523,,,,
T00524,,,,
T00527,,,,
T00528,,,,
T00529,,,,
T00530,,,,
T00531,,,,
T00532,,,,
T00533,,,,
T00534,,,,
T00535,,,,
T00536,,,,
T00537,,,,
T00538,,,,
T00539,,,,
T00540,,,,
T00541,,,,
T00542,,,,
T00543,,,,
T00544,,,,
T00545,,,,
T00546,,,,
T00547,,,,
T00548,,,,
T00549,,,,
T00550,,,,
T00551,,,,
T00552,,,,
T00553,,,,
T00554,,,,
T00555,,,,
T00556,,,,
T00557,,,,
T00558,,,,
T00559,,,,
T00560,,,,
T00561,,,,
T00562,,,,
T00563,,,,
T00564,,,,
T00565,,,,
T00566,,,,
T00567,,,,
T00568,,,,
T00569,,,,
T00570,,,,
T00571,,,,
T00572,,,,
T00573,,,,
T00574,,,,
T00575,,,,
T00576,,,,
T00577,,,,
T00578,,,,
T00579,,,,
T00580,,,,
T00581,,,,
T00582,,,,
T00583,,,,
T00584,,,,
T00585,,,,
T00586,,,,
T00587,,,,
T00588,,,,
T00589,,,,
T00590,,,,
T00591,,,,
T00592,,,,
T00593,,,,
T00594,,,,
T00595,,,,
T00596,,,,
T00597,,,,
T00598,,,,
T00599,,,,
T00600,,,,
T00601,,,,
T00602,,,,
T00603,,,,
T00604,,,,
T00605,,,,
T00606,,,,
T00607,,,,
T00608,,,,
T00609,,,,
T00610,,,,
T00611,,,,
T00612,,,,
T00613,,,,
T00614,,,,
T00615,,,,
T00616,,,,
T00617,,,,
T00618,,,,
T00619,,,,
T00620,,,,
T00621,,,,
T00622,,,,
T00623,,,,
T00624,,,,
T00625,,,,
T00626,,,,
T00627,,,,
T00628,,,,
T00629,,,,
T00630,,,,
T00631,,,,
T00632,,,,
T00633,,,,
T00634,,,,
T00635,,,,
T00636,,,,
T00637,,,,
T00638,,,,
T00639,,,,
T00640,,,,
T00641,,,,
T00642,,,,
T00643,,,,
T00644,,,,
T00645,,,,
T00646,,,,
T00647,,,,
T00648,,,,
T00649,,,,
T00650,,,,
T00651,,,,
T00652,,,,
T00653,,,,
T00654,,,,
T00655,,,,
T00656,,,,
T00657,,,,
T00658,,,,
T00659,,,,
T00660,,,,
T00661,,,,
T00662,,,,
T00664,,,,
T00665,,,,
T00666,,,,
T00667,,,,
T00668,,,,
T00669,,,,
T00670,,,,
T00671,,,,
T00672,,,,
T00673,,,,
T00674,,,,
T00675,,,,
T00676,,,,
T00677,,,,
T00678,,,,
T00679,,,,
T00680,,,,
T00681,,,,
T00682,,,,
T00683,,,,
T00684,,,,
T00685,,,,
T00686,,,,
T00687,,,,
T00688,,,,
T00689,,,,
T00690,,,,
T00691,,,,
T00692,,,,
T00693,,,,
T00694,,,,
T00695,,,,
T00696,,,,
T00697,,,,
T00698,,,,
T00699,,,,
T00700,,,,
T00701,,,,
T00702,,,,
T00703,,,,
T00704,,,,
T00705,,,,
T00706,,,,
T00707,,,,
T00708,,,,
T00709,,,,
T00710,,,,
T00711,,,,
T00712,,,,
T00713,,,,
T00714,,,,
T00715,,,,
T00716,,,,
T00718,,,,
T00719,,,,
T00720,,,,
T00721,,,,
T00722,,,,
T00723,,,,
T00724,,,,
T00725,,,,
T00726,,,,
T00727,,,,
T00728,,,,
T00729,,,,
T00730,,,,
T00731,,,,
T00732,,,,
T00733,,,,
T00734,,,,
T00735,,,,
T00736,,,,
T00737,,,,
T00738,,,,
T00739,,,,
T00740,,,,
T00741,,,,
T00742,,,,
T00743,,,,
T00744,,,,
T00745,,,,
T00746,,,,
T00747,,,,
T00748,,,,
T00749,,,,
T00750,,,,
T00751,,,,
T00752,,,,
T00753,,,,
T00754,,,,
T00755,,,,
T00756,,,,
T00757,,,,
T00758,,,,
S00009,E,E38,,0
S00010,,,,
S00011,C,C2,,0
S00012,,,,363
S00013,,,,
S00014,,,,
S00015,C,C2,,0
S00016,,,,300
S00017,,,,40553.95
S00018,,,,1690
S00019,,,,
S00020,,,,600
S00021,,,,550
S00022,,,,
S00023,,,,3620
S00024,,,,14520
S00025,,,,
S00026,,,,1000
S00027,,,,
S00028,,,,
S00029,,,,
S00030,,,,1000
S00031,,,,5000
S00032,,,,4200
S00033,E,E13,,0
S00034,,,,
S00035,,,,1400
S00036,,,,
S00037,,,,1800
S00038,,,,2000
S00039,,,,18000
S00040,,,,
S00041,,,,483.75
S00042,,,,
S00043,,,,2053.33
S00044,,,,
S00045,,,,2800
S00046,,,,4036
S00047,,,,800
S00048,,,,6500
S00049,,,,3156
S00050,,,,350
S00051,,,,800
S00052,,,,3000
S00053,,,,1600
S00054,,,,8500
S00055,E,E32,,0
S00056,C,C2,,0
S00057,,,,1500
S00058,,,,19880
S00059,C,C2,,0
S00060,,,,
S00061,,,,750
S00062,,,,
S00063,,,,
S00064,,,,12000
S00065,,,,27008
S00066,,,,4000
S00067,,,,1200
S00068,,,,
S00069,,,,3600
S00070,,,,1500
S00071,,,,500
S00072,E,F,,0
S00073,,,,950
S00074,,,,
S00075,,,,100
S00076,,,,490
S00077,,,,
S00078,,,,8000
S00079,,,,950
S00080,E,E5,,0
S00081,,,,2000
S00082,,,,500
S00083,,,,6417.8
S00084,,,,
S00085,,,,1690
S00086,,,,1700
S00087,,,,2500
S00088,,,,
S00089,A,A4,,0
S00090,,,,15000
S00091,C,C2,,0
S00092,,,,2561
S00093,,,,400
S00094,C,C2,,0
S00095,,,,1922
S00096,,,,2552
S00097,,,,
S00098,,,,1500
S00099,,,,776.44
S00100,,,,
S00101,,,,455
S00102,,,,12500
S00103,,,,15000
S00104,C,C2,,0
S00105,,,,
S00106,,,,16224
S00107,,,,
S00108,,,,1352.22
S00109,,,,1600
S00110,,,,
S00111,,,,545
S00112,,,,814
S00113,,,,
S00114,,,,1890
S00115,,,,
S00116,,,,485
S00117,,,,
S00118,,,,304.38
S00119,,,,1000
S00120,,,,1820
S00121,,,,500
S00122,,,,300
S00123,,,,
S00124,,,,
S00125,,,,485
S00126,,,,350
S00127,,,,
S00128,,,,
S00129,,,,531.29
S00130,,,,
S00131,,,,
S00132,,,,
S00133,C,C3,,0
S00134,,,,850
S00135,E,E22,,0
S00136,C,C3,,0
S00137,,,,150
S00138,,,,617.78
S00139,,,,12427
S00140,,,,
S00141,,,,2145
S00142,C,C2,,0
S00143,,,,500
S00144,,,,10000
S00145,,,,
S00146,,,,
S00147,,,,500
S00148,,,,800
S00149,C,C2,,0
S00150,,,,800
S00151,,,,1000
S00152,,,,
S00153,,,,
S00154,,,,
S00155,,,,500
S00156,,,,1042
S00157,,,,
S00158,,,,2800
S00159,,,,685.89
S00160,,,,
S00161,,,,500
S00162,,,,
S00163,,,,4592.44
S00164,,,,300
S00165,,,,364
S00166,,,,
S00167,,,,16522
S00168,,,,
S00169,C,C3,,0
S00170,,,,
S00171,,,,792.22
S00172,,,,
S00173,,,,
S00174,,,,15000
S00175,E,E11,,0
S00176,,,,1630
S00177,,,,
S00178,,,,400
S00179,,,,333.33
S00180,,,,1500
S00181,,,,456.25
S00182,,,,
S00183,,,,455.78
S00184,,,,716.78
S00185,,,,4000
S00186,,,,1820
S00187,,,,
S00188,,,,1000
S00189,,,,15000
S00190,,,,2100
S00191,,,,436.29
S00192,,,,
S00193,C,C2,,0
S00194,,,,900
S00195,,,,
S00196,,,,
S00197,E,E4,,0
S00198,,,,1000
S00199,,,,
S00200,,,,406.78
S00201,E,E13,,0
S00202,,,,1500
S00203,,,,2100
S00204,,,,461.25
S00205,,,,
S00206,,,,17277.6
S00207,C,C2,,0
S00208,,,,500
S00209,,,,
S00210,,,,
S00211,,,,1300
S00212,,,,3000
S00213,,,,300
S00214,,,,793.22
S00215,,,,512
S00216,,,,1652
S00217,,,,
S00218,,,,2120
S00219,,,,
S00220,,,,8000
S00221,,,,500
S00222,E,E7,,0
S00223,,,,2850
S00224,,,,736.56
S00225,C,C2,,0
S00226,,,,1000
S00227,,,,
S00228,,,,
S00229,C,C2,,0
S00230,,,,5428
S00231,,,,602.22
S00232,,,,2141.22
S00233,C,C2,,0
S00234,,,,
S00235,,,,2.281.00
S00236,,,,800
S00237,,,,
S00238,A,A4,,0
S00239,,,,600
S00240,A,A3,,0
S00241,,,,
S00242,,,,15000
S00243,,,,
S00244,,,,450
S00245,,,,4000
S00246,,,,
S00247,,,,1048.11
S00248,,,,991.56
S00249,,,,
S00250,,,,
S00251,,,,
S00252,,,,4520
S00253,,,,1000
S00254,,,,678.75
S00255,,,,41250.5
S00256,,,,
S00257,,,,5000
S00258,,,,
S00259,,,,
S00260,,,,
S00261,,,,
S00262,,,,
S00263,,,,
S00264,,,,1145.11
S00265,,,,1600
S00266,,,,700
S00267,,,,
S00268,,,,3000
S00269,,,,1425
S00270,,,,
S00271,,,,91
S00272,,,,500
S00273,,,,
S00274,,,,
S00275,,,,5230
S00276,,,,
S00277,,,,5000
S00278,,,,2000
S00279,,,,
S00280,,,,
S00281,,,,
S00282,,,,
S00283,,,,680
S00284,,,,2085
S00285,,,,1550
S00286,,,,14000
S00287,,,,3200
S00288,,,,2800
S00289,,,,2380
S00290,,,,
S00291,,,,1200
S00292,,,,711.67
S00293,,,,
S00294,,,,500
S00295,,,,
S00296,E,E9,,0
S00297,,,,2053
S00298,,,,
S00299,,,,2000
S00300,,,,300
S00301,,,,
S00302,,,,6801.55
S00303,,,,
S00304,,,,59.949.70
S00305,E,E7,,0
S00306,,,,
S00307,,,,500
S00308,,,,
S00309,,,,500
S00310,,,,
S00311,,,,1000
S00312,,,,1800
S00313,,,,820
S00314,,,,521.43
S00315,,,,
S00316,,,,4000
S00317,,,,1307.78
S00318,,,,520
S00319,,,,11.250.00
S00320,,,,520
S00321,,,,1200
S00322,,,,17000
S00323,,,,
S00324,,,,600
S00325,,,,14000
S00326,,,,1570
S00327,,,,750
S00328,,,,
S00329,,,,
S00330,,,,3420
S00331,,,,180
S00332,,,,700
S00333,,,,700
S00334,C,C2,,0
S00335,,,,
S00336,,,,15000
S00337,,,,9.100.00
S00338,C,C1,,0
S00339,,,,3465
S00340,,,,12800
S00341,,,,9941.95
S00342,,,,2000
S00343,E,E29,,0
S00344,,,,80
S00345,E,E4,,0
S00346,C,C3,,0
S00347,E,E11,,0
S00348,,,,140
S00349,,,,210
S00350,,,,6000
S00351,,,,1950
S00352,,,,1618.8
S00353,,,,3000
S00354,,,,1300
S00355,,,,5000
S00356,,,,18000
S00357,,,,10000
S00358,,,,300
S00359,,,,500
S00360,,,,1000
S00361,,,,7538.89
S00362,,,,5156
S00363,,,,2185.58
S00364,,,,1307.4
S00365,,,,1478.57
S00368,,,,727.86
S00366,,,,888.86
S00367,,,,2431.43
Q00001,,,,
Q00002,,,,
Q00003,,,,
Q00004,,,,
Q00005,,,,
Q00006,,,,
Q00007,,,,
Q00008,,,,
Q00009,,,,
Q00010,,,,
Q00011,,,,
Q00012,,,,
Q00013,,,,
Q00014,,,,
